txn_dt,menu_article,units_moved,batch_yield,unit_cost_rm,markdown_rate,meteo,calendar_dow
2025-11-13,Dubai Chocolate Kunafa Brownie,51,60,22.0,0,Sunny,Thursday
2025-11-14,Dubai Chocolate Kunafa Brownie,71,85,22.0,0,Sunny,Friday
2025-11-15,Dubai Chocolate Kunafa Brownie,113,127,22.0,0,Sunny,Saturday
2025-11-16,Dubai Chocolate Kunafa Brownie,92,106,22.0,0,Cloudy,Sunday
2025-11-20,Dubai Chocolate Kunafa Brownie,38,46,22.0,0,Rainy,Thursday
2025-11-21,Dubai Chocolate Kunafa Brownie,74,89,22.0,0,Sunny,Friday
2025-11-22,Dubai Chocolate Kunafa Brownie,102,117,22.0,0,Sunny,Saturday
2025-11-23,Dubai Chocolate Kunafa Brownie,116,140,22.0,10,Sunny,Sunday
2025-11-27,Dubai Chocolate Kunafa Brownie,41,46,22.0,0,Rainy,Thursday
2025-11-28,Dubai Chocolate Kunafa Brownie,54,60,22.0,0,Cloudy,Friday
2025-11-29,Dubai Chocolate Kunafa Brownie,80,92,22.0,0,Rainy,Saturday
2025-11-30,Dubai Chocolate Kunafa Brownie,100,112,22.0,0,Sunny,Sunday
2025-12-04,Dubai Chocolate Kunafa Brownie,45,53,22.0,0,Sunny,Thursday
2025-12-05,Dubai Chocolate Kunafa Brownie,65,77,22.0,0,Sunny,Friday
2025-12-06,Dubai Chocolate Kunafa Brownie,75,86,22.0,0,Rainy,Saturday
2025-12-07,Dubai Chocolate Kunafa Brownie,100,116,22.0,0,Sunny,Sunday
2025-12-11,Dubai Chocolate Kunafa Brownie,50,55,22.0,0,Sunny,Thursday
2025-12-12,Dubai Chocolate Kunafa Brownie,62,71,22.0,0,Sunny,Friday
2025-12-13,Dubai Chocolate Kunafa Brownie,108,123,22.0,0,Sunny,Saturday
2025-12-14,Dubai Chocolate Kunafa Brownie,102,113,22.0,0,Sunny,Sunday
2025-12-18,Dubai Chocolate Kunafa Brownie,47,55,22.0,0,Sunny,Thursday
2025-12-19,Dubai Chocolate Kunafa Brownie,54,64,22.0,0,Cloudy,Friday
2025-12-20,Dubai Chocolate Kunafa Brownie,103,119,22.0,0,Sunny,Saturday
2025-12-21,Dubai Chocolate Kunafa Brownie,89,99,22.0,10,Sunny,Sunday
2025-12-25,Dubai Chocolate Kunafa Brownie,51,58,22.0,0,Sunny,Thursday
2025-12-26,Dubai Chocolate Kunafa Brownie,66,76,22.0,0,Rainy,Friday
2025-12-27,Dubai Chocolate Kunafa Brownie,96,111,22.0,20,Cloudy,Saturday
2025-12-28,Dubai Chocolate Kunafa Brownie,73,87,22.0,0,Sunny,Sunday
2026-01-01,Dubai Chocolate Kunafa Brownie,33,38,22.0,0,Cloudy,Thursday
2026-01-02,Dubai Chocolate Kunafa Brownie,48,55,22.0,0,Rainy,Friday
2026-01-03,Dubai Chocolate Kunafa Brownie,94,109,22.0,0,Cloudy,Saturday
2026-01-04,Dubai Chocolate Kunafa Brownie,90,106,22.0,0,Cloudy,Sunday
2026-01-08,Dubai Chocolate Kunafa Brownie,50,58,22.0,10,Cloudy,Thursday
2026-01-09,Dubai Chocolate Kunafa Brownie,58,70,22.0,0,Sunny,Friday
2026-01-10,Dubai Chocolate Kunafa Brownie,104,124,22.0,0,Sunny,Saturday
2026-01-11,Dubai Chocolate Kunafa Brownie,110,133,22.0,0,Sunny,Sunday
2026-01-15,Dubai Chocolate Kunafa Brownie,50,59,22.0,0,Sunny,Thursday
2026-01-16,Dubai Chocolate Kunafa Brownie,57,64,22.0,0,Sunny,Friday
2026-01-17,Dubai Chocolate Kunafa Brownie,92,103,22.0,0,Sunny,Saturday
2026-01-18,Dubai Chocolate Kunafa Brownie,75,89,22.0,0,Sunny,Sunday
2026-01-22,Dubai Chocolate Kunafa Brownie,38,45,22.0,0,Sunny,Thursday
2026-01-23,Dubai Chocolate Kunafa Brownie,39,48,22.0,0,Rainy,Friday
2026-01-24,Dubai Chocolate Kunafa Brownie,76,93,22.0,0,Cloudy,Saturday
2026-01-25,Dubai Chocolate Kunafa Brownie,81,99,22.0,0,Cloudy,Sunday
2026-01-29,Dubai Chocolate Kunafa Brownie,62,74,22.0,20,Sunny,Thursday
2026-01-30,Dubai Chocolate Kunafa Brownie,65,75,22.0,0,Sunny,Friday
2026-01-31,Dubai Chocolate Kunafa Brownie,117,142,22.0,20,Sunny,Saturday
2026-02-01,Dubai Chocolate Kunafa Brownie,77,88,22.0,0,Cloudy,Sunday
2026-02-05,Dubai Chocolate Kunafa Brownie,44,50,22.0,0,Cloudy,Thursday
2026-02-06,Dubai Chocolate Kunafa Brownie,60,68,22.0,0,Cloudy,Friday
2026-02-07,Dubai Chocolate Kunafa Brownie,98,117,22.0,0,Cloudy,Saturday
2026-02-08,Dubai Chocolate Kunafa Brownie,100,116,22.0,0,Sunny,Sunday
2026-02-12,Dubai Chocolate Kunafa Brownie,72,86,22.0,0,Sunny,Thursday
2026-02-13,Dubai Chocolate Kunafa Brownie,128,154,22.0,25,Cloudy,Friday
2026-02-14,Dubai Chocolate Kunafa Brownie,210,245,22.0,15,Sunny,Saturday
2026-02-15,Dubai Chocolate Kunafa Brownie,134,156,22.0,25,Cloudy,Sunday
2026-02-19,Dubai Chocolate Kunafa Brownie,57,64,22.0,0,Sunny,Thursday
2026-02-20,Dubai Chocolate Kunafa Brownie,83,100,22.0,0,Sunny,Friday
2026-02-21,Dubai Chocolate Kunafa Brownie,99,112,22.0,0,Sunny,Saturday
2026-02-22,Dubai Chocolate Kunafa Brownie,86,102,22.0,0,Cloudy,Sunday
2026-02-26,Dubai Chocolate Kunafa Brownie,58,68,22.0,20,Cloudy,Thursday
2026-02-27,Dubai Chocolate Kunafa Brownie,58,65,22.0,0,Sunny,Friday
2026-02-28,Dubai Chocolate Kunafa Brownie,82,99,22.0,0,Cloudy,Saturday
2026-03-01,Dubai Chocolate Kunafa Brownie,81,94,22.0,0,Cloudy,Sunday
2026-03-05,Dubai Chocolate Kunafa Brownie,49,55,22.0,0,Cloudy,Thursday
2026-03-06,Dubai Chocolate Kunafa Brownie,68,77,22.0,0,Sunny,Friday
2026-03-07,Dubai Chocolate Kunafa Brownie,80,93,22.0,0,Sunny,Saturday
2026-03-08,Dubai Chocolate Kunafa Brownie,74,82,22.0,0,Cloudy,Sunday
2026-03-12,Dubai Chocolate Kunafa Brownie,62,73,22.0,0,Sunny,Thursday
2026-03-13,Dubai Chocolate Kunafa Brownie,48,53,22.0,0,Rainy,Friday
2026-03-14,Dubai Chocolate Kunafa Brownie,141,170,22.0,25,Sunny,Saturday
2026-03-15,Dubai Chocolate Kunafa Brownie,107,129,22.0,15,Sunny,Sunday
2026-03-19,Dubai Chocolate Kunafa Brownie,41,47,22.0,0,Cloudy,Thursday
2026-03-20,Dubai Chocolate Kunafa Brownie,58,66,22.0,0,Cloudy,Friday
2026-03-21,Dubai Chocolate Kunafa Brownie,73,87,22.0,0,Rainy,Saturday
2026-03-22,Dubai Chocolate Kunafa Brownie,95,113,22.0,0,Sunny,Sunday
2026-03-26,Dubai Chocolate Kunafa Brownie,53,62,22.0,0,Sunny,Thursday
2026-03-27,Dubai Chocolate Kunafa Brownie,64,77,22.0,0,Cloudy,Friday
2026-03-28,Dubai Chocolate Kunafa Brownie,126,142,22.0,0,Sunny,Saturday
2026-03-29,Dubai Chocolate Kunafa Brownie,111,123,22.0,0,Cloudy,Sunday
2026-04-02,Dubai Chocolate Kunafa Brownie,62,70,22.0,0,Cloudy,Thursday
2026-04-03,Dubai Chocolate Kunafa Brownie,43,51,22.0,0,Rainy,Friday
2026-04-04,Dubai Chocolate Kunafa Brownie,116,138,22.0,15,Sunny,Saturday
2026-04-05,Dubai Chocolate Kunafa Brownie,69,83,22.0,0,Rainy,Sunday
2026-04-09,Dubai Chocolate Kunafa Brownie,84,95,22.0,25,Sunny,Thursday
2026-04-10,Dubai Chocolate Kunafa Brownie,76,92,22.0,0,Sunny,Friday
2026-04-11,Dubai Chocolate Kunafa Brownie,127,147,22.0,0,Sunny,Saturday
2026-04-12,Dubai Chocolate Kunafa Brownie,114,125,22.0,0,Cloudy,Sunday
2026-04-16,Dubai Chocolate Kunafa Brownie,67,79,22.0,0,Sunny,Thursday
2026-04-17,Dubai Chocolate Kunafa Brownie,70,79,22.0,0,Sunny,Friday
2026-04-18,Dubai Chocolate Kunafa Brownie,100,118,22.0,0,Cloudy,Saturday
2026-04-19,Dubai Chocolate Kunafa Brownie,126,150,22.0,10,Cloudy,Sunday
2026-04-23,Dubai Chocolate Kunafa Brownie,51,62,22.0,0,Sunny,Thursday
2026-04-24,Dubai Chocolate Kunafa Brownie,61,69,22.0,0,Cloudy,Friday
2026-04-25,Dubai Chocolate Kunafa Brownie,159,179,22.0,25,Sunny,Saturday
2026-04-26,Dubai Chocolate Kunafa Brownie,78,89,22.0,0,Sunny,Sunday
2026-04-30,Dubai Chocolate Kunafa Brownie,38,44,22.0,0,Sunny,Thursday
2026-05-01,Dubai Chocolate Kunafa Brownie,50,59,22.0,0,Rainy,Friday
2026-05-02,Dubai Chocolate Kunafa Brownie,106,122,22.0,0,Sunny,Saturday
2026-05-03,Dubai Chocolate Kunafa Brownie,87,100,22.0,10,Rainy,Sunday
2026-05-07,Dubai Chocolate Kunafa Brownie,51,56,22.0,0,Sunny,Thursday
2026-05-08,Dubai Chocolate Kunafa Brownie,59,70,22.0,0,Sunny,Friday
2026-05-09,Dubai Chocolate Kunafa Brownie,98,116,22.0,0,Cloudy,Saturday
2026-05-10,Dubai Chocolate Kunafa Brownie,211,249,22.0,20,Sunny,Sunday
2026-05-14,Dubai Chocolate Kunafa Brownie,57,68,22.0,0,Rainy,Thursday
2026-05-15,Dubai Chocolate Kunafa Brownie,83,94,22.0,0,Sunny,Friday
2026-05-16,Dubai Chocolate Kunafa Brownie,142,169,22.0,0,Sunny,Saturday
2026-05-17,Dubai Chocolate Kunafa Brownie,137,166,22.0,25,Sunny,Sunday
2025-01-02,Carrot Cake,12,14,16.0,0,Sunny,Thursday
2025-01-03,Carrot Cake,16,19,16.0,0,Sunny,Friday
2025-01-04,Carrot Cake,28,33,16.0,25,Rainy,Saturday
2025-01-05,Carrot Cake,34,41,16.0,25,Sunny,Sunday
2025-01-09,Carrot Cake,17,20,16.0,0,Sunny,Thursday
2025-01-10,Carrot Cake,18,21,16.0,0,Rainy,Friday
2025-01-11,Carrot Cake,21,25,16.0,0,Sunny,Saturday
2025-01-12,Carrot Cake,18,20,16.0,0,Rainy,Sunday
2025-01-16,Carrot Cake,13,15,16.0,0,Cloudy,Thursday
2025-01-17,Carrot Cake,20,24,16.0,10,Cloudy,Friday
2025-01-18,Carrot Cake,26,32,16.0,0,Sunny,Saturday
2025-01-19,Carrot Cake,25,30,16.0,0,Sunny,Sunday
2025-01-23,Carrot Cake,13,15,16.0,0,Sunny,Thursday
2025-01-24,Carrot Cake,17,19,16.0,0,Rainy,Friday
2025-01-25,Carrot Cake,28,34,16.0,0,Sunny,Saturday
2025-01-26,Carrot Cake,25,29,16.0,0,Sunny,Sunday
2025-01-30,Carrot Cake,20,24,16.0,0,Cloudy,Thursday
2025-01-31,Carrot Cake,24,28,16.0,10,Sunny,Friday
2025-02-01,Carrot Cake,27,33,16.0,0,Cloudy,Saturday
2025-02-02,Carrot Cake,24,27,16.0,0,Rainy,Sunday
2025-02-06,Carrot Cake,18,21,16.0,0,Sunny,Thursday
2025-02-07,Carrot Cake,23,27,16.0,0,Sunny,Friday
2025-02-08,Carrot Cake,27,30,16.0,0,Sunny,Saturday
2025-02-09,Carrot Cake,23,26,16.0,0,Cloudy,Sunday
2025-02-13,Carrot Cake,30,37,16.0,20,Sunny,Thursday
2025-02-14,Carrot Cake,26,29,16.0,0,Rainy,Friday
2025-02-15,Carrot Cake,24,28,16.0,0,Sunny,Saturday
2025-02-16,Carrot Cake,21,26,16.0,0,Sunny,Sunday
2025-02-20,Carrot Cake,15,18,16.0,0,Sunny,Thursday
2025-02-21,Carrot Cake,19,21,16.0,0,Cloudy,Friday
2025-02-22,Carrot Cake,21,25,16.0,0,Rainy,Saturday
2025-02-23,Carrot Cake,22,24,16.0,0,Cloudy,Sunday
2025-02-27,Carrot Cake,14,16,16.0,0,Cloudy,Thursday
2025-02-28,Carrot Cake,23,26,16.0,0,Sunny,Friday
2025-03-01,Carrot Cake,29,32,16.0,0,Sunny,Saturday
2025-03-02,Carrot Cake,22,26,16.0,0,Sunny,Sunday
2025-03-06,Carrot Cake,14,17,16.0,0,Cloudy,Thursday
2025-03-07,Carrot Cake,24,29,16.0,0,Sunny,Friday
2025-03-08,Carrot Cake,23,28,16.0,0,Sunny,Saturday
2025-03-09,Carrot Cake,23,26,16.0,0,Sunny,Sunday
2025-03-13,Carrot Cake,15,17,16.0,0,Rainy,Thursday
2025-03-14,Carrot Cake,19,23,16.0,0,Sunny,Friday
2025-03-15,Carrot Cake,25,30,16.0,0,Sunny,Saturday
2025-03-16,Carrot Cake,27,32,16.0,0,Sunny,Sunday
2025-03-20,Carrot Cake,21,23,16.0,0,Sunny,Thursday
2025-03-21,Carrot Cake,23,28,16.0,0,Sunny,Friday
2025-03-22,Carrot Cake,24,28,16.0,0,Cloudy,Saturday
2025-03-23,Carrot Cake,21,24,16.0,0,Cloudy,Sunday
2025-03-27,Carrot Cake,13,15,16.0,0,Rainy,Thursday
2025-03-28,Carrot Cake,27,30,16.0,15,Sunny,Friday
2025-03-29,Carrot Cake,48,55,16.0,15,Sunny,Saturday
2025-03-30,Carrot Cake,20,23,16.0,0,Rainy,Sunday
2025-04-03,Carrot Cake,12,14,16.0,0,Sunny,Thursday
2025-04-04,Carrot Cake,18,22,16.0,0,Sunny,Friday
2025-04-05,Carrot Cake,27,30,16.0,0,Sunny,Saturday
2025-04-06,Carrot Cake,22,25,16.0,0,Cloudy,Sunday
2025-04-10,Carrot Cake,18,20,16.0,20,Rainy,Thursday
2025-04-11,Carrot Cake,22,25,16.0,0,Sunny,Friday
2025-04-12,Carrot Cake,23,27,16.0,0,Sunny,Saturday
2025-04-13,Carrot Cake,24,27,16.0,0,Cloudy,Sunday
2025-04-17,Carrot Cake,17,20,16.0,0,Cloudy,Thursday
2025-04-18,Carrot Cake,19,23,16.0,0,Cloudy,Friday
2025-04-19,Carrot Cake,25,29,16.0,0,Cloudy,Saturday
2025-04-20,Carrot Cake,26,31,16.0,0,Sunny,Sunday
2025-04-24,Carrot Cake,14,16,16.0,0,Rainy,Thursday
2025-04-25,Carrot Cake,20,23,16.0,0,Cloudy,Friday
2025-04-26,Carrot Cake,31,36,16.0,0,Sunny,Saturday
2025-04-27,Carrot Cake,26,31,16.0,0,Rainy,Sunday
2025-05-01,Carrot Cake,21,24,16.0,0,Sunny,Thursday
2025-05-02,Carrot Cake,19,23,16.0,0,Sunny,Friday
2025-05-03,Carrot Cake,34,40,16.0,10,Cloudy,Saturday
2025-05-04,Carrot Cake,23,26,16.0,0,Sunny,Sunday
2025-05-08,Carrot Cake,12,14,16.0,0,Sunny,Thursday
2025-05-09,Carrot Cake,22,27,16.0,0,Sunny,Friday
2025-05-10,Carrot Cake,32,38,16.0,0,Sunny,Saturday
2025-05-11,Carrot Cake,37,44,16.0,20,Cloudy,Sunday
2025-05-15,Carrot Cake,11,13,16.0,0,Sunny,Thursday
2025-05-16,Carrot Cake,20,24,16.0,0,Sunny,Friday
2025-05-17,Carrot Cake,29,34,16.0,25,Cloudy,Saturday
2025-05-18,Carrot Cake,25,30,16.0,0,Cloudy,Sunday
2025-05-22,Carrot Cake,23,26,16.0,10,Sunny,Thursday
2025-05-23,Carrot Cake,19,22,16.0,0,Rainy,Friday
2025-05-24,Carrot Cake,30,37,16.0,10,Cloudy,Saturday
2025-05-25,Carrot Cake,20,23,16.0,0,Rainy,Sunday
2025-05-29,Carrot Cake,13,15,16.0,0,Sunny,Thursday
2025-05-30,Carrot Cake,22,26,16.0,0,Sunny,Friday
2025-05-31,Carrot Cake,30,35,16.0,0,Sunny,Saturday
2025-06-01,Carrot Cake,29,32,16.0,0,Cloudy,Sunday
2025-06-05,Carrot Cake,19,21,16.0,0,Rainy,Thursday
2025-06-06,Carrot Cake,27,33,16.0,0,Sunny,Friday
2025-06-07,Carrot Cake,31,35,16.0,0,Cloudy,Saturday
2025-06-08,Carrot Cake,22,26,16.0,0,Rainy,Sunday
2025-06-12,Carrot Cake,20,23,16.0,10,Cloudy,Thursday
2025-06-13,Carrot Cake,24,29,16.0,0,Sunny,Friday
2025-06-14,Carrot Cake,31,37,16.0,0,Cloudy,Saturday
2025-06-15,Carrot Cake,23,26,16.0,0,Rainy,Sunday
2025-06-19,Carrot Cake,16,18,16.0,0,Rainy,Thursday
2025-06-20,Carrot Cake,21,25,16.0,0,Cloudy,Friday
2025-06-21,Carrot Cake,25,30,16.0,0,Rainy,Saturday
2025-06-22,Carrot Cake,30,35,16.0,0,Sunny,Sunday
2025-06-26,Carrot Cake,14,17,16.0,0,Rainy,Thursday
2025-06-27,Carrot Cake,28,31,16.0,20,Sunny,Friday
2025-06-28,Carrot Cake,25,30,16.0,0,Rainy,Saturday
2025-06-29,Carrot Cake,25,29,16.0,0,Sunny,Sunday
2025-07-03,Carrot Cake,15,17,16.0,0,Sunny,Thursday
2025-07-04,Carrot Cake,22,24,16.0,0,Cloudy,Friday
2025-07-05,Carrot Cake,25,30,16.0,0,Cloudy,Saturday
2025-07-06,Carrot Cake,30,35,16.0,25,Cloudy,Sunday
2025-07-10,Carrot Cake,15,17,16.0,0,Cloudy,Thursday
2025-07-11,Carrot Cake,24,29,16.0,0,Sunny,Friday
2025-07-12,Carrot Cake,22,26,16.0,0,Rainy,Saturday
2025-07-13,Carrot Cake,22,26,16.0,0,Cloudy,Sunday
2025-07-17,Carrot Cake,13,16,16.0,0,Sunny,Thursday
2025-07-18,Carrot Cake,21,24,16.0,0,Cloudy,Friday
2025-07-19,Carrot Cake,24,27,16.0,0,Rainy,Saturday
2025-07-20,Carrot Cake,27,32,16.0,0,Sunny,Sunday
2025-07-24,Carrot Cake,18,21,16.0,0,Sunny,Thursday
2025-07-25,Carrot Cake,24,27,16.0,0,Sunny,Friday
2025-07-26,Carrot Cake,27,31,16.0,0,Rainy,Saturday
2025-07-27,Carrot Cake,25,29,16.0,0,Cloudy,Sunday
2025-07-31,Carrot Cake,17,20,16.0,0,Cloudy,Thursday
2025-08-01,Carrot Cake,23,26,16.0,0,Cloudy,Friday
2025-08-02,Carrot Cake,29,32,16.0,0,Sunny,Saturday
2025-08-03,Carrot Cake,26,29,16.0,0,Rainy,Sunday
2025-08-07,Carrot Cake,19,22,16.0,0,Rainy,Thursday
2025-08-08,Carrot Cake,27,31,16.0,15,Rainy,Friday
2025-08-09,Carrot Cake,32,35,16.0,0,Sunny,Saturday
2025-08-10,Carrot Cake,32,36,16.0,0,Sunny,Sunday
2025-08-14,Carrot Cake,20,24,16.0,0,Sunny,Thursday
2025-08-15,Carrot Cake,20,24,16.0,0,Rainy,Friday
2025-08-16,Carrot Cake,29,33,16.0,0,Sunny,Saturday
2025-08-17,Carrot Cake,27,32,16.0,0,Sunny,Sunday
2025-08-21,Carrot Cake,16,18,16.0,0,Cloudy,Thursday
2025-08-22,Carrot Cake,22,25,16.0,0,Cloudy,Friday
2025-08-23,Carrot Cake,33,38,16.0,0,Cloudy,Saturday
2025-08-24,Carrot Cake,28,31,16.0,0,Sunny,Sunday
2025-08-28,Carrot Cake,17,21,16.0,0,Cloudy,Thursday
2025-08-29,Carrot Cake,29,34,16.0,0,Sunny,Friday
2025-08-30,Carrot Cake,42,49,16.0,15,Sunny,Saturday
2025-08-31,Carrot Cake,33,39,16.0,0,Sunny,Sunday
2025-09-04,Carrot Cake,23,25,16.0,0,Cloudy,Thursday
2025-09-05,Carrot Cake,25,29,16.0,0,Sunny,Friday
2025-09-06,Carrot Cake,31,37,16.0,0,Sunny,Saturday
2025-09-07,Carrot Cake,31,38,16.0,0,Sunny,Sunday
2025-09-11,Carrot Cake,21,24,16.0,0,Cloudy,Thursday
2025-09-12,Carrot Cake,28,32,16.0,10,Sunny,Friday
2025-09-13,Carrot Cake,28,32,16.0,0,Cloudy,Saturday
2025-09-14,Carrot Cake,28,33,16.0,0,Cloudy,Sunday
2025-09-18,Carrot Cake,20,25,16.0,0,Cloudy,Thursday
2025-09-19,Carrot Cake,23,26,16.0,0,Cloudy,Friday
2025-09-20,Carrot Cake,29,35,16.0,0,Cloudy,Saturday
2025-09-21,Carrot Cake,34,39,16.0,0,Sunny,Sunday
2025-09-25,Carrot Cake,17,19,16.0,0,Rainy,Thursday
2025-09-26,Carrot Cake,32,36,16.0,15,Sunny,Friday
2025-09-27,Carrot Cake,28,32,16.0,0,Cloudy,Saturday
2025-09-28,Carrot Cake,31,36,16.0,0,Cloudy,Sunday
2025-10-02,Carrot Cake,22,26,16.0,0,Cloudy,Thursday
2025-10-03,Carrot Cake,29,34,16.0,0,Cloudy,Friday
2025-10-04,Carrot Cake,32,36,16.0,0,Rainy,Saturday
2025-10-05,Carrot Cake,34,40,16.0,0,Sunny,Sunday
2025-10-09,Carrot Cake,22,25,16.0,0,Sunny,Thursday
2025-10-10,Carrot Cake,31,37,16.0,0,Sunny,Friday
2025-10-11,Carrot Cake,53,65,16.0,25,Sunny,Saturday
2025-10-12,Carrot Cake,28,33,16.0,0,Rainy,Sunday
2025-10-16,Carrot Cake,18,22,16.0,0,Cloudy,Thursday
2025-10-17,Carrot Cake,25,29,16.0,0,Sunny,Friday
2025-10-18,Carrot Cake,27,31,16.0,0,Rainy,Saturday
2025-10-19,Carrot Cake,41,46,16.0,20,Sunny,Sunday
2025-10-23,Carrot Cake,21,25,16.0,0,Rainy,Thursday
2025-10-24,Carrot Cake,33,37,16.0,10,Cloudy,Friday
2025-10-25,Carrot Cake,35,42,16.0,0,Sunny,Saturday
2025-10-26,Carrot Cake,33,37,16.0,0,Cloudy,Sunday
2025-10-30,Carrot Cake,18,21,16.0,0,Rainy,Thursday
2025-10-31,Carrot Cake,34,39,16.0,25,Sunny,Friday
2025-11-01,Carrot Cake,38,43,16.0,0,Sunny,Saturday
2025-11-02,Carrot Cake,30,34,16.0,0,Rainy,Sunday
2025-11-06,Carrot Cake,18,21,16.0,0,Rainy,Thursday
2025-11-07,Carrot Cake,27,31,16.0,0,Cloudy,Friday
2025-11-08,Carrot Cake,32,38,16.0,0,Rainy,Saturday
2025-11-09,Carrot Cake,33,38,16.0,0,Sunny,Sunday
2025-11-13,Carrot Cake,23,27,16.0,0,Sunny,Thursday
2025-11-14,Carrot Cake,32,38,16.0,0,Sunny,Friday
2025-11-15,Carrot Cake,38,43,16.0,0,Sunny,Saturday
2025-11-16,Carrot Cake,29,35,16.0,0,Cloudy,Sunday
2025-11-20,Carrot Cake,18,19,16.0,0,Rainy,Thursday
2025-11-21,Carrot Cake,27,33,16.0,0,Sunny,Friday
2025-11-22,Carrot Cake,33,39,16.0,0,Sunny,Saturday
2025-11-23,Carrot Cake,28,32,16.0,0,Sunny,Sunday
2025-11-27,Carrot Cake,16,18,16.0,0,Rainy,Thursday
2025-11-28,Carrot Cake,29,33,16.0,0,Cloudy,Friday
2025-11-29,Carrot Cake,29,34,16.0,0,Rainy,Saturday
2025-11-30,Carrot Cake,32,36,16.0,0,Sunny,Sunday
2025-12-04,Carrot Cake,22,26,16.0,0,Sunny,Thursday
2025-12-05,Carrot Cake,27,30,16.0,0,Sunny,Friday
2025-12-06,Carrot Cake,34,37,16.0,0,Rainy,Saturday
2025-12-07,Carrot Cake,40,47,16.0,0,Sunny,Sunday
2025-12-11,Carrot Cake,23,28,16.0,0,Sunny,Thursday
2025-12-12,Carrot Cake,26,28,16.0,0,Sunny,Friday
2025-12-13,Carrot Cake,32,36,16.0,0,Sunny,Saturday
2025-12-14,Carrot Cake,34,38,16.0,0,Sunny,Sunday
2025-12-18,Carrot Cake,27,32,16.0,0,Sunny,Thursday
2025-12-19,Carrot Cake,31,36,16.0,0,Cloudy,Friday
2025-12-20,Carrot Cake,45,54,16.0,0,Sunny,Saturday
2025-12-21,Carrot Cake,37,43,16.0,0,Sunny,Sunday
2025-12-25,Carrot Cake,27,32,16.0,0,Sunny,Thursday
2025-12-26,Carrot Cake,32,38,16.0,0,Rainy,Friday
2025-12-27,Carrot Cake,30,34,16.0,0,Cloudy,Saturday
2025-12-28,Carrot Cake,29,33,16.0,0,Sunny,Sunday
2026-01-01,Carrot Cake,15,16,16.0,0,Cloudy,Thursday
2026-01-02,Carrot Cake,26,31,16.0,0,Rainy,Friday
2026-01-03,Carrot Cake,41,47,16.0,0,Cloudy,Saturday
2026-01-04,Carrot Cake,39,45,16.0,0,Cloudy,Sunday
2026-01-08,Carrot Cake,28,31,16.0,0,Cloudy,Thursday
2026-01-09,Carrot Cake,32,38,16.0,0,Sunny,Friday
2026-01-10,Carrot Cake,39,44,16.0,0,Sunny,Saturday
2026-01-11,Carrot Cake,32,38,16.0,0,Sunny,Sunday
2026-01-15,Carrot Cake,23,26,16.0,0,Sunny,Thursday
2026-01-16,Carrot Cake,32,38,16.0,0,Sunny,Friday
2026-01-17,Carrot Cake,41,50,16.0,0,Sunny,Saturday
2026-01-18,Carrot Cake,40,44,16.0,20,Sunny,Sunday
2026-01-22,Carrot Cake,22,25,16.0,0,Sunny,Thursday
2026-01-23,Carrot Cake,23,26,16.0,0,Rainy,Friday
2026-01-24,Carrot Cake,35,39,16.0,0,Cloudy,Saturday
2026-01-25,Carrot Cake,29,33,16.0,0,Cloudy,Sunday
2026-01-29,Carrot Cake,25,30,16.0,25,Sunny,Thursday
2026-01-30,Carrot Cake,28,33,16.0,0,Sunny,Friday
2026-01-31,Carrot Cake,40,48,16.0,0,Sunny,Saturday
2026-02-01,Carrot Cake,36,40,16.0,0,Cloudy,Sunday
2026-02-05,Carrot Cake,23,27,16.0,0,Cloudy,Thursday
2026-02-06,Carrot Cake,23,26,16.0,0,Cloudy,Friday
2026-02-07,Carrot Cake,29,34,16.0,0,Cloudy,Saturday
2026-02-08,Carrot Cake,44,51,16.0,25,Sunny,Sunday
2026-02-12,Carrot Cake,33,38,16.0,0,Sunny,Thursday
2026-02-13,Carrot Cake,46,52,16.0,0,Cloudy,Friday
2026-02-14,Carrot Cake,68,83,16.0,25,Sunny,Saturday
2026-02-15,Carrot Cake,32,35,16.0,0,Cloudy,Sunday
2026-02-19,Carrot Cake,25,28,16.0,0,Sunny,Thursday
2026-02-20,Carrot Cake,31,36,16.0,0,Sunny,Friday
2026-02-21,Carrot Cake,36,41,16.0,0,Sunny,Saturday
2026-02-22,Carrot Cake,25,28,16.0,0,Cloudy,Sunday
2026-02-26,Carrot Cake,17,20,16.0,0,Cloudy,Thursday
2026-02-27,Carrot Cake,41,49,16.0,15,Sunny,Friday
2026-02-28,Carrot Cake,38,45,16.0,0,Cloudy,Saturday
2026-03-01,Carrot Cake,35,39,16.0,0,Cloudy,Sunday
2026-03-05,Carrot Cake,22,25,16.0,0,Cloudy,Thursday
2026-03-06,Carrot Cake,32,35,16.0,0,Sunny,Friday
2026-03-07,Carrot Cake,45,53,16.0,0,Sunny,Saturday
2026-03-08,Carrot Cake,35,40,16.0,0,Cloudy,Sunday
2026-03-12,Carrot Cake,22,26,16.0,0,Sunny,Thursday
2026-03-13,Carrot Cake,21,25,16.0,0,Rainy,Friday
2026-03-14,Carrot Cake,42,51,16.0,0,Sunny,Saturday
2026-03-15,Carrot Cake,40,48,16.0,0,Sunny,Sunday
2026-03-19,Carrot Cake,25,31,16.0,0,Cloudy,Thursday
2026-03-20,Carrot Cake,26,32,16.0,0,Cloudy,Friday
2026-03-21,Carrot Cake,40,46,16.0,20,Rainy,Saturday
2026-03-22,Carrot Cake,39,47,16.0,0,Sunny,Sunday
